time	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
960.0.	3.5469134037089203e-10	1.558505621511341e-10	1.9807402010360352e-12	7.978368137680585e-16	9.098787500965303e-10	1.2496074152588342e-10	9.47224914222737e-13	5.956626226946476e-12	1.1417423379058712e-09	5.783310504669571e-11	2.186067513017288e-14	2.4386349893608478e-11	1.215747195076223e-14	4.2443392430671754e-16	5.34850494910861e-13	1.195677284838341e-08	4.0856355104934575e-09	5.117103867737238e-11	3.699814017118369e-12	2.544074319630505e-10	2.4100404229814483e-10	1.1595674432744768e-11	5.568258098022569e-10	2.643806909984256e-09	1.0709175137704848e-12	1.775588478890662e-07	1.4106305878871492e-09	1.7285394519457168e-07	8.760411109879391e-09	4.3955898070399236e-16
972.0.	3.5469134037089193e-10	1.5584494321198922e-10	1.985702724954655e-12	8.003184908433807e-16	9.122714918404973e-10	1.2579653329561342e-10	9.577126300930299e-13	6.005617029763611e-12	1.1448706571979363e-09	5.799214385346606e-11	2.186680381350349e-14	2.4393105559810298e-11	1.2168962980609e-14	4.247275239277992e-16	5.349948677087082e-13	1.1549612692928411e-08	4.0571321498846425e-09	5.078802381039069e-11	3.65656300127823e-12	2.513698403471985e-10	2.358166656860616e-10	1.134151845207677e-11	5.378644114661196e-10	2.63737291807007e-09	1.0691461809408648e-12	1.780147132046761e-07	1.421437063854266e-09	1.7329204400953657e-07	8.782548323244488e-09	4.39669212166671e-16
984.0.	3.546913403708918e-10	1.5583930930337432e-10	1.9906660058413222e-12	8.028022410156246e-16	9.145814612054383e-10	1.266265050572361e-10	9.681213709339502e-13	6.053542501237291e-12	1.1479135709317211e-09	5.8146837314582316e-11	2.188465605861527e-14	2.439731256983468e-11	1.2179192286232981e-14	4.249770449421465e-16	5.350834988881995e-13	1.1156318809357112e-08	4.0296440126788435e-09	5.0410353231144876e-11	3.6139899348803998e-12	2.484378843118303e-10	2.30703860468681e-10	1.1091260579548101e-11	5.195487640129645e-10	2.6309401333944254e-09	1.0673736206289801e-12	1.78455170545372e-07	1.432025279879071e-09	1.7371526935728497e-07	8.803933974980883e-09	4.4001844762217664e-16
996.0.	3.546913403708918e-10	1.55833660841906e-10	1.995629532063552e-12	8.052878102244989e-16	9.1681147611252e-10	1.274508628471797e-10	9.784522519796567e-13	6.10041817462925e-12	1.1508739724079272e-09	5.829733264016218e-11	2.191123137160029e-14	2.439906837665962e-11	1.218820596125299e-14	4.2518412527086243e-16	5.351185183169414e-13	1.07764189672291e-08	4.003133664972748e-09	5.0038110173305444e-11	3.572098792006065e-12	2.456078218458797e-10	2.2566653857375154e-10	1.08449289038083e-11	5.018568756507116e-10	2.6245091134348113e-09	1.0655999632729728e-12	1.788807470238567e-07	1.4423987994937623e-09	1.741241269191998e-07	8.824593617548452e-09	4.4054560654926566e-16
1008.0.	3.5469134037089116e-10	1.55827998229607e-10	2.000592811630267e-12	8.077749537154956e-16	9.189642584980013e-10	1.2826980511362972e-10	9.887064044608767e-13	6.146259755650256e-12	1.1537546565529692e-09	5.8443772034965e-11	2.1944216903285253e-14	2.4398466962691038e-11	1.2196048479366541e-14	4.2535034510338844e-16	5.351019804386962e-13	1.0409457025125579e-08	3.977565137653887e-09	4.967136668286728e-11	3.5308925296781563e-12	2.428760480173094e-10	2.2070546411561002e-10	1.060254511622342e-11	4.847675038690601e-10	2.618080394025661e-09	1.0638253347234841e-12	1.792919515985726e-07	1.4525611946063512e-09	1.745191050830117e-07	8.844551929527446e-09	4.412036040249407e-16
1020.0.	3.546913403708917e-10	1.558223218545241e-10	2.005555371471768e-12	8.102634357032382e-16	9.210424376773437e-10	1.290835230201897e-10	9.988849733452394e-13	6.1910830927090355e-12	1.156558323378593e-09	5.858629287442738e-11	2.198183174679326e-14	2.4395598961777e-11	1.22027627512479e-14	4.2547722889697087e-16	5.350358668272004e-13	1.005499236659702e-08	3.952903862361722e-09	4.931018427174134e-11	3.490373152055262e-12	2.402390895246386e-10	2.158212625215199e-10	1.0364124918955359e-11	4.682601291675617e-10	2.611654490160003e-09	1.062049856409597e-12	1.796892757234854e-07	1.4625160408733832e-09	1.749006755576838e-07	8.863832746691188e-09	4.419561818094567e-16
1032.0.	3.546913403708918e-10	1.5581663209127062e-10	2.010516756784607e-12	8.127530290654297e-16	9.230485533977994e-10	1.298922007211653e-10	1.0089891152378142e-12	6.234904149290867e-12	1.1592875811202271e-09	5.872502786435166e-11	2.202270736176931e-14	2.4390551770569668e-11	1.220839017643357e-14	4.2556624720587875e-16	5.349220885347873e-13	9.712599388327034e-09	3.9291166134784605e-09	4.8954614517811765e-11	3.45054176946783e-12	2.376935997580751e-10	2.11014428916894e-10	1.012967840009868e-11	4.52314931216336e-10	2.605231896717855e-09	1.0602736454892062e-12	1.800731939375847e-07	1.4722669133847662e-09	1.7526929393114208e-07	8.88245909019048e-09	4.4277547469259574e-16
1044.0.	3.546913403708918e-10	1.558109293015576e-10	2.015476530364261e-12	8.152435150308264e-16	9.249850589574804e-10	1.306960156385071e-10	1.019019996379893e-12	6.2777389777980944e-12	1.1619449494416371e-09	5.886010520396664e-11	2.206579408746295e-14	2.4383409662660787e-11	1.2212970696490761e-14	4.256188185620158e-16	5.347624885200582e-13	9.381866977153961e-09	3.906171450336994e-09	4.860469965565948e-11	3.411398656270688e-12	2.352363538281658e-10	2.062853363496605e-10	9.899210400981813e-12	4.3691276449858096e-10	2.5988130892067503e-09	1.0584968150019792e-12	1.8044416446564759e-07	1.48181738262982e-09	1.7562540023900528e-07	8.900453195293654e-09	4.4364010780719346e-16
1056.0.	3.546913403708918e-10	1.5580521383467942e-10	2.0204342719791103e-12	8.177346828866212e-16	9.268543241289184e-10	1.314951387201037e-10	1.0289787907789109e-12	6.319603695167867e-12	1.1645328624376e-09	5.899164873871136e-11	2.211028912360431e-14	2.4374253896136387e-11	1.22165428450552e-14	4.256363112494414e-16	5.345588439480351e-13	9.062398019870008e-09	3.884037663458799e-09	4.8260473128425275e-11	3.3729433049098156e-12	2.328642439267438e-10	2.0163424347617213e-10	9.672720859376481e-12	4.2203513548008876e-10	2.592398524455484e-09	1.056719474012442e-12	1.808026297809075e-07	1.491171010739945e-09	1.759694194972715e-07	8.917836538305244e-09	4.445337308620308e-16
1068.0.	3.5469134037089147e-10	1.5579948602796901e-10	2.02538957776842e-12	8.202263296970322e-16	9.286586379717253e-10	1.322897346864053e-10	1.0388666784483971e-12	6.360514460013786e-12	1.167053671521498e-09	5.91197781071628e-11	2.2155580677450368e-14	2.436316281719109e-11	1.22191437960401e-14	4.256200450168788e-16	5.343128684160396e-13	8.753808931616786e-09	3.862685723500885e-09	4.792196011292086e-11	3.335174477263746e-12	2.3057427489780833e-10	1.970613018558276e-10	9.450205135040548e-12	4.076641806452205e-10	2.5859886412807132e-09	1.0549417277473848e-12	1.81149017145666e-07	1.500331347981066e-09	1.7630176221422111e-07	8.934629862434226e-09	4.454438813935929e-16
1080.0.	3.5469134037089147e-10	1.557937462072431e-10	2.03034205964377e-12	8.227182600233268e-16	9.304002116360222e-10	1.330799622733932e-10	1.048684843748995e-12	6.400487451215293e-12	1.1695096483021139e-09	5.924460888741352e-11	2.220120453027635e-14	2.435021196370568e-11	1.2220809411784099e-14	4.255712927912843e-16	5.34026214187538e-13	8.455729185837877e-09	3.8420872312969255e-09	4.75891780276254e-11	3.2980902541549e-12	2.2836355986994243e-10	1.9256656299326453e-10	9.231654323545283e-12	3.937826446057182e-10	2.57958386114885e-09	1.053163677732404e-12	1.814837391491428e-07	1.5093019295077352e-09	1.766228248999353e-07	8.950853203541708e-09	4.463611007818268e-16
1092.0.	3.5469134037089147e-10	1.5578799468720992e-10	2.0352913447308493e-12	8.252102856628223e-16	9.320811809743826e-10	1.338659744580972e-10	1.05843447383762e-12	6.4395388479535854e-12	1.17190298726309e-09	5.936625273340817e-11	2.2246810573739868e-14	2.4335474161863838e-11	1.22215742879597e-14	4.2549128227787137e-16	5.337004742816116e-13	8.167800876338059e-09	3.822214871633025e-09	4.726213700698083e-11	3.2616880815549808e-12	2.262293162033978e-10	1.88149984902148e-10	9.017055548788599e-12	3.8037385970497624e-10	2.573184588793123e-09	1.0513854219190311e-12	1.8180719420824509e-07	1.518086272333792e-09	1.769329905406807e-07	8.966525914113117e-09	4.472782531764118e-16
1104.0.	3.5469134037089147e-10	1.557822317718664e-10	2.0402370748205278e-12	8.277022253921025e-16	9.337036091154953e-10	1.3464791867867891e-10	1.068116757209222e-12	6.477684811053869e-12	1.1742358084021201e-09	5.94848175092308e-11	2.229213678765093e-14	2.4319019621540842e-11	1.2221471797877701e-14	4.253811975405211e-16	5.333371845407366e-13	7.889678285769734e-09	3.803042368396278e-09	4.6940840357522093e-11	3.2259648148929993e-12	2.24168861531847e-10	1.838114384040292e-10	8.806392243358558e-12	3.674217259218281e-10	2.5667912128197952e-09	1.049607054809725e-12	1.821197670602566e-07	1.5266878725319542e-09	1.772326290658109e-07	8.981666686852171e-09	4.48189995872747e-16
1116.0.	3.546913403708917e-10	1.5577645775487603e-10	2.045178905841197e-12	8.301939047201429e-16	9.352694889403291e-10	1.35425937044707e-10	1.077732882331202e-12	6.514941465599736e-12	1.176510159769327e-09	5.960040741826235e-11	2.23369891041221e-14	2.430091602813829e-11	1.222053413513342e-14	4.2524218052424204e-16	5.329378256252391e-13	7.62102747047288e-09	3.78454444192674e-09	4.662528499098868e-11	3.1909167610356933e-12	2.221796099796626e-10	1.79550713094474e-10	8.599644413890697e-12	3.5491069153606503e-10	2.5604041062906313e-09	1.047828667577953e-12	1.824218292363253e-07	1.535110202641417e-09	1.7752209779656487e-07	8.996293577359973e-09	4.490923694896405e-16
1128.0.	3.5469134037089193e-10	1.557706729199297e-10	2.050116507349745e-12	8.326851556500978e-16	9.367807454735872e-10	1.362001665387964e-10	1.0872840363651909e-12	6.551324884748771e-12	1.178728019918053e-09	5.971312312788078e-11	2.2381225813502672e-14	2.4281228631339137e-11	1.22187923548099e-14	4.2507533252713746e-16	5.325038249437122e-13	7.361525859524581e-09	3.766696768315615e-09	4.631546183631747e-11	3.156539718126092e-12	2.20259068533314e-10	1.753675230041419e-10	8.396788892643404e-12	3.428257344558138e-10	2.5540236272845415e-09	1.0460503481840271e-12	1.827137395182345e-07	1.5433567092738382e-09	1.778017418791224e-07	9.010424026018536e-09	4.499824805830402e-16
1140.0.	3.546913403708916e-10	1.5576487754109382e-10	2.055049562040454e-12	8.351758164494171e-16	9.382392381937783e-10	1.36970739210036e-10	1.096771403971905e-12	6.5868510746877585e-12	1.1808913002715432e-09	5.982306188988231e-11	2.2424745489192973e-14	2.426002033088272e-11	1.221627641328672e-14	4.248817156233732e-16	5.320365585208447e-13	7.110861867440279e-09	3.7494759405437685e-09	4.6011356231513764e-11	3.12282901338139e-12	2.1840483355933582e-10	1.7126151196920231e-10	8.19779957594494e-12	3.31152344180765e-10	2.5476501194392205e-09	1.044272181486841e-12	1.8299584437914491e-07	1.551430810907371e-09	1.780718947025616e-07	9.024074879111267e-09	4.508582558773754e-16
1152.0.	3.546913403708918e-10	1.557590718831425e-10	2.059977765271205e-12	8.37665731428005e-16	9.396467632646734e-10	1.3773778235957482e-10	1.106196166195008e-12	6.621535960668782e-12	1.1830018474084852e-09	5.993031765677271e-11	2.24674776392785e-14	2.423735175944046e-11	1.2213015206694591e-14	4.246623540383614e-16	5.315373528038173e-13	6.868734520062431e-09	3.732859431367372e-09	4.571294829631104e-11	3.089779538943032e-12	2.1661458746232924e-10	1.67232258724295e-10	8.002647650113319e-12	3.198765043796105e-10	2.5412839124735223e-09	1.0424942493516931e-12	1.832684784088859e-07	1.5593358958587832e-09	1.783328783022596e-07	9.037262409207891e-09	4.517182519942643e-16
1164.0.	3.546913403708918e-10	1.5575325620187873e-10	2.064900824606415e-12	8.401547507241528e-16	9.410050556908172e-10	1.385014187187177e-10	1.115559499420114e-12	6.655395374070197e-12	1.18506144527019e-09	6.003498119407217e-11	2.250937547113935e-14	2.421328136267801e-11	1.220903660805708e-14	4.244182354774895e-16	5.31007486408699e-13	6.634853093188064e-09	3.716825557862384e-09	4.542021328648194e-11	3.057385785867781e-12	2.1488609547676992e-10	1.6327928173068252e-10	7.811301805424615e-12	3.089846760607821e-10	2.5349253226912246e-09	1.040716630754297e-12	1.8353196472435212e-07	1.5670753204241672e-09	1.785850037492581e-07	9.050002334840004e-09	4.525615081854457e-16
1176.0.	3.5469134037089203e-10	1.5574743074444242e-10	2.0698184593761432e-12	8.426427300979754e-16	9.423157913996837e-10	1.392617666198651e-10	1.1248625744051982e-12	6.688445040428962e-12	1.18707181729216e-09	6.013714018877203e-11	2.255041029330977e-14	2.418786547658521e-11	1.220436750315945e-14	4.241503124096913e-16	5.304481918082686e-13	6.408936763501767e-09	3.7013534475448482e-09	4.51331219306277e-11	3.025641876344608e-12	2.13217202586724e-10	1.5940204375169881e-10	7.623728438680743e-12	2.9846378131629774e-10	2.5285746534668644e-09	1.038939401881177e-12	1.8378661536554e-07	1.574652407179206e-09	1.7882857152609518e-07	9.062309839492704e-09	4.533874323878257e-16
1188.0.	3.546913403708921e-10	1.557415957496076e-10	2.074730400250785e-12	8.451295307320944e-16	9.435805892529636e-10	1.400189401606121e-10	1.134106555378893e-12	6.720700568393364e-12	1.1890346284626601e-09	6.023687935407751e-11	2.2590567185906082e-14	2.416115840215892e-11	1.219903382518517e-14	4.2385950330721833e-16	5.298606569628556e-13	6.190714271395338e-09	3.686423005988344e-09	4.485164075022997e-11	2.994541594218489e-12	2.1160583056784873e-10	1.5559995618708712e-10	7.439891844904021e-12	2.8830118761920137e-10	2.522232195714251e-09	1.037162636226519e-12	1.840327316777397e-07	1.58207044343032e-09	1.790638718895839e-07	9.074199589936651e-09	4.541957130971248e-16
1200.0.	3.546913403708921e-10	1.5573575144806852e-10	2.079636388830673e-12	8.47615019039231e-16	9.448010129903702e-10	1.407730493613816e-10	1.1432925992034478e-12	6.752177439550099e-12	1.1909514873118091e-09	6.03342805306149e-11	2.2629841653788772e-14	2.413321247755309e-11	1.219306058817518e-14	4.2354669384348485e-16	5.292460268964758e-13	5.979923595107042e-09	3.67201488585161e-09	4.457573236378147e-11	2.964078413903496e-12	2.1004997514505411e-10	1.518723831780727e-10	7.259754398693251e-12	2.7848469264818033e-10	2.5158982283385066e-09	1.035386404685692e-12	1.8427060468055888e-07	1.5893326798092353e-09	1.792911852211785e-07	9.085685753932788e-09	4.549862512427248e-16
